ID(序號),Area(行政區),路名,位置,Address(地址),Longitude(經度),Latitude(緯度),Remark(備註),,,,,,,
398,內湖區,環山路,1段59巷14弄2號對面仙樹公園,臺北市內湖區環山路1段59巷14弄2號對面仙樹公園,121.56815,25.085432,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.56815, 25.085432]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區環山路1段59巷14弄2號對面仙樹公園@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.56815, 25.085432, 121.56815, 25.085432]
		},",,
399,內湖區,成功路,4段223巷旁成功公園綠地,臺北市內湖區成功路4段223巷旁成功公園綠地,121.597115,25.082788,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.597115, 25.082788]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區成功路4段223巷旁成功公園綠地@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.597115, 25.082788, 121.597115, 25.082788]
		},",,
400,內湖區,大湖街,160巷18弄2號對面湖山四號公園,臺北市內湖區大湖街160巷18弄2號對面湖山四號公園,121.600745,25.081309,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.600745, 25.081309]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區大湖街160巷18弄2號對面湖山四號公園@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.600745, 25.081309, 121.600745, 25.081309]
		},",,
401,內湖區,大湖街,158巷39號旁湖山五號公園,臺北市內湖區大湖街158巷39號旁湖山五號公園,121.600802,25.081545,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.600802, 25.081545]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區大湖街158巷39號旁湖山五號公園@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.600802, 25.081545, 121.600802, 25.081545]
		},",,
402,內湖區,康樂街,61巷15弄旁樂活公園,臺北市內湖區康樂街61巷15弄旁樂活公園,121.619024,25.068441,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.619024, 25.068441]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區康樂街61巷15弄旁樂活公園@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.619024, 25.068441, 121.619024, 25.068441]
		},",,
403,內湖區,南京東路,6段北側明美公園(內湖五期重劃區),臺北市內湖區南京東路6段北側明美公園(內湖五期重劃區),121.586651,25.061511,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.586651, 25.061511]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區南京東路6段北側明美公園(內湖五期重劃區)@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.586651, 25.061511, 121.586651, 25.061511]
		},",,
404,內湖區,陽光街,55號紫陽綠地01,臺北市內湖區陽光街55號紫陽綠地01,121.586538,25.077115,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.586538, 25.077115]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區陽光街55號紫陽綠地01@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.586538, 25.077115, 121.586538, 25.077115]
		},",,
405,內湖區,陽光街,55號紫陽綠地02,臺北市內湖區陽光街55號紫陽綠地02,121.586544,25.076975,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.586544, 25.076975]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區陽光街55號紫陽綠地02@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.586544, 25.076975, 121.586544, 25.076975]
		},",,
406,內湖區,陽光街,55號紫陽綠地03,臺北市內湖區陽光街55號紫陽綠地03,121.585953,25.077142,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.585953, 25.077142]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區陽光街55號紫陽綠地03@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.585953, 25.077142, 121.585953, 25.077142]
		},",,
407,內湖區,康寧路,3段189巷163弄17號前東湖一號公園,臺北市內湖區康寧路3段189巷163弄17號前東湖一號公園,121.611844,25.075612,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.611844, 25.075612]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區康寧路3段189巷163弄17號前東湖一號公園@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.611844, 25.075612, 121.611844, 25.075612]
		},",,
408,內湖區,康寧路,3段99巷39弄27號前東湖二號公園,臺北市內湖區康寧路3段99巷39弄27號前東湖二號公園,121.610951,25.073677,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.610951, 25.073677]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區康寧路3段99巷39弄27號前東湖二號公園@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.610951, 25.073677, 121.610951, 25.073677]
		},",,
409,內湖區,成功路,4段167巷16號對面清白公園,臺北市內湖區成功路4段167巷16號對面清白公園,121.595434,25.081697,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.595434, 25.081697]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區成功路4段167巷16號對面清白公園@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.595434, 25.081697, 121.595434, 25.081697]
		},",,
410,內湖區,內湖路,2段179巷湖濱公園,臺北市內湖區內湖路2段179巷湖濱公園,121.587621,25.081538,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.587621, 25.081538]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市內湖區內湖路2段179巷湖濱公園@@,@@area@@: @@內湖區@@
			},
			@@bbox@@: [121.587621, 25.081538, 121.587621, 25.081538]
		},",,
411,士林區,福國路,95之15號(箱編:5002),臺北市士林區福國路95之15號(箱編:5002),121.52208,25.101574,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.52208, 25.101574]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區福國路95之15號(箱編:5002)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.52208, 25.101574, 121.52208, 25.101574]
		},",,
412,士林區,文昌路,211之3號(箱編:5027),臺北市士林區文昌路211之3號(箱編:5027),121.52037,25.100141,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.52037, 25.100141]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區文昌路211之3號(箱編:5027)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.52037, 25.100141, 121.52037, 25.100141]
		},",,
413,士林區,中山北路,7段141巷43號下方公園旁(箱編:2012),臺北市士林區中山北路7段141巷43號下方公園旁(箱編:2012),121.530194,25.124294,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.530194, 25.124294]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區中山北路7段141巷43號下方公園旁(箱編:2012)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.530194, 25.124294, 121.530194, 25.124294]
		},",,
414,士林區,中山北路,7段141巷43號體惠幼稚園旁(箱編:2013),臺北市士林區中山北路7段141巷43號體惠幼稚園旁(箱編:2013),121.530527,25.124852,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.530527, 25.124852]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區中山北路7段141巷43號體惠幼稚園旁(箱編:2013)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.530527, 25.124852, 121.530527, 25.124852]
		},",,
415,士林區,忠誠路,2段178巷對面(箱編:2042),臺北市士林區忠誠路2段178巷對面(箱編:2042),121.5338114,25.11589606,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5338114, 25.11589606]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區忠誠路2段178巷對面(箱編:2042)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.5338114, 25.11589606, 121.5338114, 25.11589606]
		},",,
416,士林區,中正路,409號對面(箱編:3095),臺北市士林區中正路409號對面(箱編:3095),121.52095,25.09405,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.52095, 25.09405]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區中正路409號對面(箱編:3095)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.52095, 25.09405, 121.52095, 25.09405]
		},",,
417,士林區,延平北路,5段2之1號福德綠地前右邊4公尺(箱編:1010),臺北市士林區延平北路5段2之1號福德綠地前右邊4公尺(箱編:1010),121.511395,25.078996,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.511395, 25.078996]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區延平北路5段2之1號福德綠地前右邊4公尺(箱編:1010)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.511395, 25.078996, 121.511395, 25.078996]
		},",,
418,士林區,中山北路,5段與福林路交叉口(箱編:3023),臺北市士林區中山北路5段與福林路交叉口(箱編:3023),121.52819,25.093807,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.52819, 25.093807]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區中山北路5段與福林路交叉口(箱編:3023)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.52819, 25.093807, 121.52819, 25.093807]
		},",,
419,士林區,士商路,189號科教館右側(箱編:4005),臺北市士林區士商路189號科教館右側(箱編:4005),121.516028,25.095847,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.516028, 25.095847]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區士商路189號科教館右側(箱編:4005)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.516028, 25.095847, 121.516028, 25.095847]
		},",,
420,士林區,環河北路,3段95號葫蘆國小旁-靠延平北路5段285巷口(箱編:1007),臺北市士林區環河北路3段95號葫蘆國小旁-靠延平北路5段285巷口(箱編:1007),121.506822,25.083876,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.506822, 25.083876]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區環河北路3段95號葫蘆國小旁-靠延平北路5段285巷口(箱編:1007)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.506822, 25.083876, 121.506822, 25.083876]
		},",,
421,士林區,至誠路,1段62巷對面至誠公園前(箱編:5010),臺北市士林區至誠路1段62巷對面至誠公園前(箱編:5010),121.5362442,25.1015165,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5362442, 25.1015165]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區至誠路1段62巷對面至誠公園前(箱編:5010)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.5362442, 25.1015165, 121.5362442, 25.1015165]
		},",,
422,士林區,忠誠路,2段104號對面(箱編:2019),臺北市士林區忠誠路2段104號對面(箱編:2019),121.531615,25.112977,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.531615, 25.112977]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區忠誠路2段104號對面(箱編:2019)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.531615, 25.112977, 121.531615, 25.112977]
		},",,
423,士林區,中山北路,6段405巷左側-天壽2號公園(箱編:2020),臺北市士林區中山北路6段405巷左側-天壽2號公園(箱編:2020),121.5265733,25.11304639,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5265733, 25.11304639]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區中山北路6段405巷左側-天壽2號公園(箱編:2020)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.5265733, 25.11304639, 121.5265733, 25.11304639]
		},",,
424,士林區,中山北路,6段405巷右側-天壽2號公園(箱編:2022),臺北市士林區中山北路6段405巷右側-天壽2號公園(箱編:2022),121.5264996,25.11291038,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5264996, 25.11291038]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區中山北路6段405巷右側-天壽2號公園(箱編:2022)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.5264996, 25.11291038, 121.5264996, 25.11291038]
		},",,
425,士林區,中山北路,6段419巷1號旁(箱編:2026),臺北市士林區中山北路6段419巷1號旁(箱編:2026),121.5266871,25.11326209,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5266871, 25.11326209]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區中山北路6段419巷1號旁(箱編:2026)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.5266871, 25.11326209, 121.5266871, 25.11326209]
		},",,
426,士林區,忠誠路,2段98巷對面天母棒球場(箱編:2014),臺北市士林區忠誠路2段98巷對面天母棒球場(箱編:2014),121.5314705,25.1128502,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.5314705, 25.1128502]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區忠誠路2段98巷對面天母棒球場(箱編:2014)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.5314705, 25.1128502, 121.5314705, 25.1128502]
		},",,
427,士林區,至善路,1段(至善公園福林狗活動區01),臺北市士林區至善路1段(至善公園福林狗活動區01),121.539885,25.097834,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.539885, 25.097834]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區至善路1段(至善公園福林狗活動區01)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.539885, 25.097834, 121.539885, 25.097834]
		},",,
428,士林區,至善路,1段(至善公園福林狗活動區02),臺北市士林區至善路1段(至善公園福林狗活動區02),121.539846,25.097864,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.539846, 25.097864]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區至善路1段(至善公園福林狗活動區02)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.539846, 25.097864, 121.539846, 25.097864]
		},",,
429,士林區,重慶北路,4段與中正路交叉口(湖東狗活動區01),臺北市士林區重慶北路4段與中正路交叉口(湖東狗活動區01),121.510654,25.086554,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.510654, 25.086554]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區重慶北路4段與中正路交叉口(湖東狗活動區01)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.510654, 25.086554, 121.510654, 25.086554]
		},",,
430,士林區,重慶北路,4段與中正路交叉口(湖東狗活動區02),臺北市士林區重慶北路4段與中正路交叉口(湖東狗活動區02),121.510666,25.086646,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.510666, 25.086646]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區重慶北路4段與中正路交叉口(湖東狗活動區02)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.510666, 25.086646, 121.510666, 25.086646]
		},",,
431,士林區,重慶北路,4段49巷底越堤綠地(福順狗運動公園01),臺北市士林區重慶北路4段49巷底越堤綠地(福順狗運動公園01),121.514739,25.080923,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.514739, 25.080923]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區重慶北路4段49巷底越堤綠地(福順狗運動公園01)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.514739, 25.080923, 121.514739, 25.080923]
		},",,
432,士林區,重慶北路,4段49巷底越堤綠地(福順狗運動公園02),臺北市士林區重慶北路4段49巷底越堤綠地(福順狗運動公園02),121.514485,25.081409,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.514485, 25.081409]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區重慶北路4段49巷底越堤綠地(福順狗運動公園02)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.514485, 25.081409, 121.514485, 25.081409]
		},",,
433,士林區,通河東街,1段6巷底越堤綠地(三腳渡狗活動區),臺北市士林區通河東街1段6巷底越堤綠地(三腳渡狗活動區),121.516711,25.08147,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.516711, 25.08147]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區通河東街1段6巷底越堤綠地(三腳渡狗活動區)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.516711, 25.08147, 121.516711, 25.08147]
		},",,
434,士林區,文林路,雙溪左岸河濱公園(士林橋下),臺北市士林區文林路雙溪左岸河濱公園(士林橋下),121.523646,25.098721,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.523646, 25.098721]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區文林路雙溪左岸河濱公園(士林橋下)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.523646, 25.098721, 121.523646, 25.098721]
		},",,
435,士林區,文林路,雙溪右岸河濱公園(士林橋下),臺北市士林區文林路雙溪右岸河濱公園(士林橋下),121.52341,25.099246,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.52341, 25.099246]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區文林路雙溪右岸河濱公園(士林橋下)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.52341, 25.099246, 121.52341, 25.099246]
		},",,
436,士林區,中山北路,5段378巷以北士林官邸公園01(第5號公廁前),臺北市士林區中山北路5段378巷以北士林官邸公園01(第5號公廁前),121.52822,25.0916,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.52822, 25.0916]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市士林區中山北路5段378巷以北士林官邸公園01(第5號公廁前)@@,@@area@@: @@士林區@@
			},
			@@bbox@@: [121.52822, 25.0916, 121.52822, 25.0916]
		},",,
