id,area,name,type,type2,summary,address,tel,payex,serviceTime,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo/WorkingDay/0/Period,FareInfo/WorkingDay/0/Fare,FareInfo/WorkingDay/1/Period,FareInfo/WorkingDay/1/Fare,FareInfo/WorkingDay/2/Period,FareInfo/WorkingDay/2/Fare,FareInfo/Holiday/0/Period,FareInfo/Holiday/0/Fare,FareInfo/Holiday/1/Period,FareInfo/Holiday/1/Fare,FareInfo/Holiday/2/Period,FareInfo/Holiday/2/Fare,EntranceCoord/EntrancecoordInfo/0/Xcod,EntranceCoord/EntrancecoordInfo/0/Ycod,EntranceCoord/EntrancecoordInfo/0/Address,EntranceCoord/EntrancecoordInfo/1/Xcod,EntranceCoord/EntrancecoordInfo/1/Ycod,EntranceCoord/EntrancecoordInfo/1/Address,EntranceCoord/EntrancecoordInfo/2/Xcod,EntranceCoord/EntrancecoordInfo/2/Ycod,EntranceCoord/EntrancecoordInfo/2/Address,totallargemotor,ChargingStation,FareInfo/Holiday/3/Period,FareInfo/Holiday/3/Fare,EntranceCoord/EntrancecoordInfo/3/Xcod,EntranceCoord/EntrancecoordInfo/3/Ycod,EntranceCoord/EntrancecoordInfo/3/Address
759,信義區,仁愛路四段496巷平面停車場,1,1,大型車0格；小型車32格；機車0格,臺北市信義區逸仙段三小段116地號；仁愛路4段496巷口,27590666,計時：40元/時，全程以半小時計費。本場未出售月票。,00:00:00~23:59:59,306518.86,2770020.16,32,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759-7,內湖區,便利停車場元吉站,2,,大型車:0格，小型車:81格，機車:0格,基湖路3巷47號B1、B2,2799-1001#155,50元/時。停車未滿1小時以1小時計；停車逾1小時以上者，未滿半小時以半小時計費。全天4500元/月；夜間2500元/月(17-08),24小時,307219.2358,2774853.858,83,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-76,士林區,USPACE福林第一停車場,2,,一般平面式小型車49格(含身心障礙停車位2格)。,光華段三小段42-1地號(使用面積1758.95平方公尺) 中山北路5段465號旁,7751-8097,"計時：150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",24小時,303184.7767,2776158.06,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,大同區,延平國小地下停車場,1,1,建物附設立體式小型車309(含身心障礙停車位7格，孕婦、育有6歲以下兒童停車位7格)。建物附設立體式機車99格(含身心障礙停車位2格)。,臺北市大同區昌吉街97號地下1層,2455-1299,小型車(欲享停車優惠之車主須持所需證件至停車管理室登陸車牌號碼，始享有計時停車優惠，未完成驗證者，費率一律以每小時新台幣30元計算):(1)停放1-16小時:甲、一般民眾計時30元(最高160)，乙、鄰近里民計時24元(最高100元)，丙、所在里民計時21元(最高80元)，身心障礙者計時15元(最高60元)，(2)停放17小時起:一般民眾計時30元、鄰近里民計時12元、所在里民計時10元、身心障礙者計時10元。小型車全日月票4800元，一般里民3500元、所在里里民3000元。日間月票2400元(7-19)，夜間月票2400元(19-7)，機車:每小時計時收費10元，當日當次最高收費上限20元(隔日另計)。機車全日月票300元,00:00:00~23:59:59,301690.631,2773252.85,309,99,0,0,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
761,內湖區,特力廣場停車場,1,2,建物附設立體式小型車301格(含身心障礙停車位6格，孕婦、育有六歲以下兒童停車位8格)。,臺北市內湖區新湖三路23號地上3、4樓,2793-5818,計時:90元/時，全程半小時計。月租4000元。,00:00:00~23:59:59,307936.698,2772759.09,301,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,中山區,台北龍江2停車場,1,1,大型車0格；小型車10格；機車0格,臺北市中山區長春段一小段22、26、26-3地號；龍江路229巷2號對面,8985-5627,"計時:100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租:10,000元/月。",00:00:00~23:59:59,304588.423,2772231.27,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,大安區,台北安和1停車場,1,2,一般平面式小型車24格(含身心障礙停車位1格)。,通化段五小段254地號；安和路2段32巷19號對面,2982-2777,"計時：100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：10,000元/月。",00:00:00~23:59:59,305593.453,2769399.22,25,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,大安區,台北安和2停車場,1,2,一般平面式小型車47格(含身心障礙停車位1格),臺北市大安區通化段五小段338-2、338-3地號;敦化南路二段63巷25號,2982-2777,"計時：100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：10,000元/月。",00:00:00~23:59:59,305527.176,2769332.34,48,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,內湖區,宏達經營管理顧問有限公司港墘停車場,1,2,大型車0格；小型車140格；機車203格,臺北市內湖區港墘路221巷33號地下1-3層,2283-5158,計時:小型車60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。機車40元/次。月租:小型6000元/月、機車800元/月,00:00:00~23:59:59,307981.648,2774079.42,140,203,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765-1,信義區,環球世貿大樓停車場,2,,大型車0格；小型車29格；機車0格,,02-2720-7679,計時:60元/時，全程以半小時計。,05:00-23:00,307617.3741,2769020.877,29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,中正區,行一機車臨時平面停車場,1,1,大型車0格；小型車0格；機車216格,中山北路、市民大道交叉口旁,02-2531-9579,計時:10元/時，全程以半小時計費，當日最高收費上限30元(隔日另計)。月租:全日450元/月,00:00:00~23:59:59,302575.746,2771160.56,0,216,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,文山區,景行綜合大樓地下停車場,1,2,大型車0格；小型車7格；機車0格,臺北市文山區羅斯福路6段393號地下1層,89315334,"月租:3,500元/月",00:00:00~23:59:59,304594.834,2765012.74,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,文山區,興隆公宅D1停車場,1,1,"建物附設立體式小型車128格(含身心障礙停車格4格,孕婦、育有六歲以下兒童停車位3格)。建物附設立體式機車114格(含身心障礙停車位4格)。",臺北市文山區木柵路2段2巷12-50號地下1至3層,2939-0129,"小型車20元/時，全程以半小時計費。月租：小型車全日3,500元/月，全日里民優惠2,600/月(華興里，樟林里、明興里)，所在地里全日里民優惠2,400/月(明義里)；機車全日300元/日",00:00:00~23:59:59,306323.119,2764601.16,128,114,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,大安區,北科先鋒停車場,1,2,建物附設立體式小型車78格(含身心障礙停車位2格),臺北市大安區忠孝東路3段46號地下1至4層,0800-021-111,計時:50元/時，全程以半小時計費。,00:00:00~23:59:59,303976.1,2770509.39,78,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,中山區,長安東一站停車場,1,2,一般平面式小型車4格(含身心障礙停車位1格)。,正義段1小段246地號；長安東路1段71號空地,2754-6661#18,計時：100元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計費。,00:00:00~23:59:59,303250.363,2771267.92,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,中正區,台北市青島社區管理委員會停車場,1,2,建物附設立體式小型車81格(含身心障礙停車位2格)。,青島東路21號地下2樓,2396-8175,"一、計時：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租：4,500元/月。",00:00:00~23:59:59,302883.897,2770704.3,81,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,大安區,億光大樓停車場,1,2,建物附設立體式小型車125格[含身心障礙停車位3格]。,忠孝東路3段1號B1、B2、B3,2246-1708,"計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：6,000元/月。",00:00:00~23:59:59,304290.695,2770567.09,128,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772-8,中山區,長安東停車場,2,,大型車:0格，小型車:5格，機車:0格,正義段一小段688、688-1地號 長安東路1段56巷1弄15號旁空地,0926-696-187,"120元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。計次800元/次(隔日另計)。月租12,000元/月。",24小時,303408.0863,2771162.684,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,信義區,嘟嘟房世貿站停車場,1,2,建物附設立體式大型車9格，建物附設立體式小型車382格(含身心障礙停車位8格)。,台北市信義區信義路5段1號B1、B2,2655-1516,"大型車150元/時，小型車70元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租:小型車6,000元/月；大型車15,000元/月。",00:00:00~23:59:59,306586.507,2769626.6,389,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,信義區,嘟嘟房世貿一館站停車場,1,2,建物附設立體式小型車335格(含身心障礙停車位6格，孕婦、育有6歲以下兒童停車位6格)。,台北市信義區信義路5段5號B1,2725-5200#2688,"計時：日間(08-22)展覽期間100元/時、非展覽期間70元/時，夜間(22-08)40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。全日月租10,000元/月。",00:00:00~23:59:59,306746.646,2769587.69,342,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,中正區,168停車聯盟-水源市場,1,2,大型車0格；小型車59格；機車0格,臺北市中正區羅斯福路4段92號地下1至2層,02-2754-6661#18,"計時:50元/時，全程以半小時計費。月租:夜間2,500元/月(19-07)",00:00:00~23:59:59,303997.315,2767405.84,59,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,萬華區,168停車聯盟-西寧市場停車場,1,2,大型車0格；小型車17格；機車0格,臺北市萬華區西寧南路4號地下1層,2754-6661 #18,"計時:100元/時，全程以半小時計費。月租:10,000元/月。",00:00:00~23:59:59,301106.444,2771221.67,17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,北投區,臺北榮民總醫院長青樓停車場,1,2,大型車0格；小型車163格；機車0格,北投區石牌路2段201號地下1至3層,02-2875-7003,計時:40元/時，進場未滿30分鐘免費；夜間20元/時(23-翌日7)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,00:00:00~23:59:59,302325.65,2779097.59,163,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,大同區,城市車旅新湖二站停車場,1,2,大型車0格；小型車37格；機車0格,內湖區舊宗段26-1地號；新湖三路239號旁空地,2246-1708,"計時:100元/時，全程以半小時計。月租:5,000元/月。",00:00:00~23:59:59,308677.124,2773175.71,37,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,大安區,城市車旅台北臨江停車場,1,2,大型車:0格，小型車:16格，機車:0格,通化段四小段525地號,2455-1299,"計時:150元/時，全程以半小時計。月租:10,000元/月。",00:00:00~23:59:59,305819.177,2769282.48,17,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,大安區,慕軒飯店停車場,1,2,大型車:0格，小型車:40格，機車:0格,敦化南路1段331號,02-2722-9208,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：12,000元/月",00:00:00~23:59:59,305434.087,2769657.75,41,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780-6,中正區,錢櫃新聲停車場,2,,大型車:0格，小型車:26格，機車:0格,中華路1段55號B3,2361-9898,平日40元/時，假日及例假日50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,301354.2002,2770613.75,27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,信義區,台北醫學大學附設醫院癌症大樓停車場,1,2,大型車0格；小型車87格；機車0格,信義區吳興街252號地下1-4層,2737-2181分機8417,"計時:50元/時，進場未滿15分鐘免費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:景勤/雙和里民2,500元/月(限周一至周五下午18時至隔日上午8時30分級假日六下午14時至周一上午8時30分",00:00:00~23:59:59,306881.743,2768864.32,87,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,大安區,椰林停車場,1,2,大型車:0格，小型車:40格，機車:0格,復興段三小段574、576、578地號,2558-7883,60元/時，停車逾1小時以上者，未滿半小時以半小時計費，6000元/月,00:00:00~23:59:59,305051.77,2769800.7,41,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,南港區,小彎社會住宅地下停車場,1,1,大型車0格；小型車237格；機車346格,南港區向陽路246-250號地下1至3層,2455-1299,"計時:小型車30元/時，機車10元/時(當日當次上限20元，隔日另計)，全程以半小時計。月票:小型車3,000元/月，機車300元/月。",00:00:00~23:59:59,309964.407,2772259.67,237,346,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783-10,中山區,林森公園地下停車場,2,,大型車:0格，小型車:850格，機車:格,南京東路1段35號地下,2563-2902,周一至周五(8-24)計時30元；(0-8)計時10元；周六至周日及政府行政機關放假之紀念日及民俗日(0-8)計時10元，(8-12)計時30元，(12-24)計時40元 全日月票4200元，日間月票3200元(7-19)，夜間月票1200元(19-8),24小時,303116.4088,2771709.582,867,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,信義區,廣慈社會住宅1區地下停車場,1,1,大型車0格；小型車369格；機車178格,信義區大道路108、110號地下1-4層,24551299,"計時:小型車30元/時、機車10元/時(當日當次最高上限20元)，全程以半小時計費。月租:小型車全日4,800元/月、機車全日300元/月",00:00:00~23:59:59,308816.753,2770301.05,369,178,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,信義區,廣慈社會住宅2區地下停車場,1,1,大型車0格；小型車268格；機車294格,信義區福德街84巷50、56號地下1-4層,24551299,"計時:小型車30元/時、機車10元/時(當日當次最高上限20元)，全程以半小時計費。月租:小型車全日4,800元/月、機車全日300元/月。",00:00:00~23:59:59,308631.191,2770181.84,268,294,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,大安區,Times杭州南路第5,1,2,一般平面式小型車6格(含身心障礙停車位1格)。,大安區金華段四小段203、204地號；杭州南路2段65巷7號旁空地,25046098,"計時：100元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計。月租：全天10,000元/月。",00:00:00~23:59:59,302801.612,2769187.04,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,內湖區,TimesCITYLINK內湖店,1,2,建物附設立體式小型車660格[含身心障礙停車位14格，孕婦、育有6歲以下兒童停車位13格]。,成功路4段188號2-7樓,2793-7517,"計時：100元/時，全程以半小時計費。月租：全日10,000元/月。",00:00:00~23:59:59,309958.238,2775228.41,666,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,信義區,Times吳興街,1,2,一般平面式小型車5格(含身心障礙停車位1格)。,信義區三興段二小段354、428-11地號；吳興街156巷33弄6號旁空地,809008924,"100元/時。月租:10,000元/月。",00:00:00~23:59:59,306549.6,2768991.74,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,中山區,Times中山北路二段,1,2,大型車0格；小型車27格；機車0格,中山區中山段三小段691地號；中山北路2段39巷16號,02-2504-6098,"計時:200元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租:全日10,000元/月。",00:00:00~23:59:59,302885.889,2771840.26,27,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789-7,中正區,中正南昌停車場,2,,大型車:0格，小型車:1格，機車:0格,南海段四小段514地號 南昌路1段56號旁空地,2246-1708#15,"月租：10,000元/月。",24小時,302162.1339,2769347.752,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,信義區,Times中農科技大樓,1,2,建物附設立體式小型車244格(含身心障礙停車位5格)。,信義區東興路45號地下三層,0800-88-8924,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",00:00:00~23:59:59,307171.205,2771191.99,244,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,內湖區,Times瑞光路,1,2,一般平面式小型車49格(含身心障礙停車位1格),西湖段4小段264-1、266-1地號；瑞光路639號旁空地,2504-6098,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元/月。",00:00:00~23:59:59,307117.439,2774825.82,49,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,中正區,TIMES皇翔忠孝臨沂飯店,1,2,建物附設立體式小型車69格(含身心障礙停車位2格)。建物附設立體式機車61格(含身心障礙停車位2格)。,中正區忠孝東路2段87號地下1-5層,0800-888924,"一、計時：小型車100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租：小型車10,000元/月。三、計次：機車50元/次，隔日另計。",00:00:00~23:59:59,303548.793,2770671.1,69,61,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792-11,中正區,杭州停車場,2,,大型車:0格，小型車:7格，機車:0格,中正段二小段237地號 杭州南路1段131巷27號空地,2365-6779,"月租:全日7,000元/月。",24小時,303110.8394,2769910.753,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,南港區,Times市民大道七段,1,2,大型車0格；小型車49格；機車0格,南港區玉成段二小段698、699地號；市民大道七段159巷旁,02-2504-6098,"計時:100元/月，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，月租:10,000元/月",00:00:00~23:59:59,309094.318,2771416.31,49,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,松山區,Times 松山車站前,1,2,小型車67格(含身心障礙停車位2格)。,松山區寶清段6小段263地號,2405-6098,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元/月。",00:00:00~23:59:59,308398.043,2771440.46,69,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,信義區,Times 松勤街,1,2,一般平面式小型車49格(含身心障礙停車位1格),松勤街41號西側空地；信義段5小段39-7、39-8、39-9地號,02-2504-6098,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",00:00:00~23:59:59,306777.322,2769458.18,78,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,文山區,Times新光路一段,1,2,大型車0格；小型車13格；機車0格,文山區政大段四小段840地號；新光路1段32巷18號對面,2504-6098,計時:100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。,00:00:00~23:59:59,307834.466,2764666.4,13,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,大同區,Times赤峰街【機車】,1,2,大型車0格；小型車0格；機車30格,大同區圓環段二小段399地號；赤峰街8巷8號旁,2504-6098,計次:30元/次(隔日另計),00:00:00~23:59:59,302361.888,2771844.72,0,30,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,大同區,Times太原路【機車】,1,2,大型車0格；小型車0格；機車21格,大同區市府段二小段271地號；太原路79巷11號旁空地,2504-6098,計次:30元/次(隔日另計),00:00:00~23:59:59,302076.398,2771616.87,0,21,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798-5,中山區,台灣聯通將捷二場停車場,2,,大型車:0格，小型車:56格，機車:0格,松江路336、338號停車塔及地下2層,2523-5000#135,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：日間(08-20)7,000元，夜間(20-08)6,000元，全天8,000元。",24小時,303765.8797,2772672.439,57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,大安區,Times台北美侖大飯店,1,2,大型車0格；小型車43格；機車0格,大安區復興南路1段315、317號地下1至4層,0809-00-8924,"計時:100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月。",00:00:00~23:59:59,304891.756,2769685.95,43,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-15,松山區,168停車聯盟-宏泰民生場,2,,建物附設立體式小型車272格[含身心障礙停車位6格]。,民生東路3段156號B2~B5,2716-0077,"計時：每小時150元。全程以半小時計費。月租:15,000元/月。",24小時,305260.1423,2772245.392,367,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,萬華區,Times大理街,1,2,大型車0格；小型車20格；機車0格,萬華區萬華段二小段510、511、539(部分面積59.76平方公尺)地號；大理街12號旁,0809-00-8924,"計時:100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月。",00:00:00~23:59:59,300737.767,2769694.88,20,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800-4,大安區,長伸停車場,2,,大型車0格；小型車14格；機車0格,,02-2700-2478,"計時:70元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:5,000元/月",周一至周五9-22；周末休息,306094.9252,2769498.911,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,中正區,Times大埔街第1,1,2,大型車0格；小型車6格；機車0格,中正區永昌段六小段94-3地號；大埔街44-2號對面,0800-88-8924,計時:100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。,00:00:00~23:59:59,300967.854,2769399.19,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,中正區,Times大埔街第2,1,2,大型車0格；小型車6格；機車0格,中正區永昌段六小段94-4（使用面積266平方公尺）、97-6地號；大埔街44-2號對面,0800-88-8924,計時:100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。,00:00:00~23:59:59,300969.986,2769385.91,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,大安區,Times大安路二段,1,2,大型車0格；小型車15格；機車0格,大安區大安段一小段217、217-8地號；大安路2段17號旁,0800-88-8924,"計時:100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月。",00:00:00~23:59:59,305115.444,2769500.55,15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,士林區,Times 天母西路,1,2,大型車0格；小型車29格；機車0格,士林區天母段一小段458地號(部分面積950平方公尺)；天母西路38巷5號旁空地,0800-888-924,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:10,000元/月。",00:00:00~23:59:59,303063.684,2778936.96,29,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,松山區,Times 南京東路三段,1,2,大型車0格；小型車25格；機車0格,松山區敦化段二小段9地號；南京東路3段342號旁,0800-888924,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月租:全日10,000元/月。",00:00:00~23:59:59,305271.73,2771595.76,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,中山區,Times南京東路三段第2,1,2,大型車0格；小型車18格；機車0格,中山區長春段二小段805、807地號；南京東路3段89巷5號旁,2504-6098,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",00:00:00~23:59:59,304374.824,2771740.06,18,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,中山區,Times南京東路三段第3,1,2,一般平面式小型車6格[含身心障礙停車位1格]。,中山區長春段二小段814地號；南京東路3段89巷5號旁,2504-6095,"計時：100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計。月租：全日10,000元/月。",00:00:00~23:59:59,304354.696,2771730.35,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,中山區,Times美侖商旅,1,2,大型車0格；小型車45格；機車0格,中山區吉林路49號,25046098,"計時:100元/時，未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，月租:全日10,000元/月。",00:00:00~23:59:59,303499.278,2771587.56,45,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,中山區,Times北安路3,1,2,一般平面式小型車20格(含身心障礙停車位1格),北安段3小段550地號；北安路1段588巷22號旁空地,2504-6098,"臨停:每小時100元，停車第1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:10,000/月",00:00:00~23:59:59,305493.591,2774854.46,21,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,中山區,TIMES民生東路,1,2,一般平面式小型車5格(含身心障礙停車位1格),民生東路2段16號旁空地；吉林段4小段281、282地號,25046098,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,00:00:00~23:59:59,303301.731,2772284.94,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,中山區,Times明水路,1,2,一般平面式小型車70格(含身心障礙停車位2格)。,明水路604號旁空地；中山區金泰段89-4地號,02-2504-6098,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10000元/月,00:00:00~23:59:59,305707.959,2774987.89,71,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,中山區,Times林森七條通,1,2,一般平面式小型車7格(含身心障礙停車位1格),台北市中山區正義段二小段233地號；,2504-6098,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。,00:00:00~23:59:59,303089.255,2771487.24,7,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,中山區,TIMES林森八條通,1,2,平面式小型車8格(含身心障礙停車位1格)。,正義段1小段87地號；林森北路133巷66號空地,2504-6098,"一、計時：100元/時，停車逾1小時以上者，未滿半小時以半小時計費。二、月租：10,000元",00:00:00~23:59:59,303192.561,2771476.76,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
