testID,ID(停車場的編號),Area(行政區),Name(停車場名稱),Address(停車場地址),Latitude(緯度),Longitude(經度),Summary(停車場概況),Tel(停車場電話),Payex(停車場收費資訊),"Totalcar(停車場""汽車""總車位數)","Totalmotor(停車場""機車""總格位數)","Totalbike(停車場""腳踏車""總車架數)","Totalbus(停車場""大客車""總車位數)",Pregnancy_First(孕婦優先車格位數),Handicap_First(身障車格位數),Totallargemotor(重機停車位數),ChargingStation(充電站數)
1429,G00201,大安區,Times 信義復興2,臺北市大安區信義路3段147巷7弄19號旁,25.0346442,121.5421326,無資訊,2504-6098,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月。",7,0,0,0,0,0,0,0
1430,G00205,大安區,禾典市民站,臺北市大安區安東街35巷11號空地,25.0441183,121.5429998,無資訊,2709-8677,"計時:50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日8,000元/月，日間(08-18)6,000元/月，夜間(18-08)4,000元/月。",14,0,0,0,0,0,0,0
1431,G00222,大安區,忠孝停車場,臺北市大安區復興南路1段107巷5弄10至16號地下室,25.0249441,121.5433783,無資訊,2778-5756,小型車100元/時，停車未滿1小時以1小時計費，停車逾1小時以上者，未滿半小時以半小時計費。,12,0,0,0,0,0,0,0
1432,G00225,大安區,Times 敦南信義,臺北市大安區敦化南路2段11巷1號,25.0326724,121.5495317,無資訊,2504-6098,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月。",48,0,0,0,0,0,0,0
1433,G00229,大安區,驛馬站收費停車場,臺北市大安區樂業街21號旁空地,25.0235182,121.5501404,一般平面式小型車11格(含身心障礙停車位1格)。,2517-3645,100元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計。月租全日10000元/月,19,0,0,0,0,0,0,0
1434,G00234,大安區,Times 和平東路2,臺北市大安區和平東路2段76巷17弄1號東側空地,25.0341151,121.5344209,無資訊,2504-6098,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月。",30,0,0,0,0,0,0,0
1435,G00244,大安區,普驛科技站,臺北市大安區新生南路1段97巷38號空地,25.0413216,121.5331105,一般平面式小型車15格(含身心障礙停車位1格,2708-6610,"計時:60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日8,000元/月、日間(08-18)6,000元/月、夜間(18-08)4,000元/月。",16,0,0,0,0,0,0,0
1436,G13,大安區,大安教會停車場,臺北市大安區和平東路三段1巷51號,25.0266134,121.5468955,立體式小型車45格(含身心障礙停車位1格)。,2706-4477,"50元/時(8-18)，20元/時(18-8)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：5,000元/月(8-18)，5,000元/月(18-8)，9,000元/月(全天)，星期日6：30~15：00不開放停車",46,0,0,0,0,0,0,0
1437,G36,大安區,國立臺灣師範大學圖書館校區地下停車場,臺北市大安區臺北市大安區和平東路一段127之2號B1-B3,25.0268831,121.527917,建物附設立體式小型車250格(含身心障礙停車位8格),7749-3266,"計時：60元/時，全程以半小時計費。本停車場非營業時間不提供臨時停車格隔夜停放，如停放酌收管理費360元。月租：本校就職員日間年繳4,800元，夜間年繳30,000元。",258,0,0,0,0,0,0,0
1438,G37,大安區,遠企中心地下停車場,臺北市大安區敦化南路2段207號B4、B5,25.0270117,121.5489861,立體式小型車313格，機械式小型車112格(含身心障礙停車位8格)。,2736-3033,計時：100元/時，5分鐘以內免費，全程以半小時計費,8,0,0,0,0,0,0,0
1439,G43,大安區,金山停車場,臺北市大安區金山南路2段33號,25.0328085,121.5272488,立體式小型車136格(含身心障礙停車位3格)。,2358-4766,計時：80元/時(07-23)，10元/時(23-07)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,138,0,0,0,0,0,0,0
1440,G86,大安區,國立臺灣大學臨時停車場,臺北市大安區羅斯福路4段1號,25.0181148,121.534114,建物附設立體式小型車1082格(含身心障礙停車位21格)。建物附設立體式機車1330格(含身心障礙停車位27格)。,3366-3366,60元/時，停車逾1小時以上者，未滿半小時以半小時計費，機車20元/次。全日月票7000元/月，日間(7-18)5500元/月，夜間(18-8)3000元/月。機車月租300元,1103,27,0,0,0,0,0,0
1441,G89,大安區,應安168華視停車場,臺北市大安區光復南路100號B1~B2,25.043604,121.5573828,建物附設立體式小型車124格(含身心障礙停車位2格)。,2754-6661#18,100元/時，停車逾1小時以上者，未滿半小時以半小時計費，10000元/月,128,0,0,0,0,0,0,0
1442,G98,大安區,九如大樓停車場,臺北市大安區忠孝東路4段155號後空地,25.0420032,121.5334554,建物附設立體式小型車9格(含身心障礙停車位1格)。,2771-6840,60元/時，停車逾1小時以上者，未滿半小時以半小時計費,10,0,0,0,0,0,0,0
1443,GA08,大安區,千里亭有限公司復興南路停車場,臺北市大安區臺北市大安區大安段二小段425、426、427、427-1地號;復興南路二段119,25.0332003,121.5435299,一般平面式小型車49格(含身心障礙停車位1格),0933-204-317,"100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。計次600元/次(隔日另計)。月租15,000元/月。",50,0,0,0,0,0,0,0
1444,GA1,大安區,嘟嘟房信義站停車場,臺北市大安區金華段1小段110-2、115地號；信義路2段214號,25.0334347,121.5309713,一般平面式小型車6格(含身心障礙停車位1格),2655-0818,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月租:10,000元/月。",7,0,0,0,0,0,0,0
1445,GB1,大安區,大統領停車場,臺北市大安區忠孝東路4段191號地下一樓,25.0420032,121.5334554,立體式小型車9格(含身心障礙停車位1格)。,8771-9740,60元/時，停車逾1小時以上者，未滿半小時以半小時計費,9,0,0,0,0,0,0,0
1446,GB3,大安區,金山南路停車場,臺北市大安區金華段4小段518地號，金山南路2段168號空地,25.0284771,121.5259534,一般平面式小型車20格(含身心障礙停車位1格)。,2911-5588,臨停：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,21,0,0,0,0,0,0,0
1447,GE7,大安區,台北市農會B區停車場,臺北市大安區懷生段二小段309.310地號；復興南路1段340巷附中公園旁空地,25.0403808,121.5411475,一般平面式小型車49格(含身心障礙停車位1格)。,2707-0612,"40元/時，停車未滿1小時以1小時計，逾1小時以上者,未滿半小時以半小時計。月租：全日6,000元/月；日間(07：30-19：30)5,000元/月；夜間(17：30-翌日07：30)含週六日全日2,500元/月",51,0,0,0,0,0,0,0
1448,GF9,大安區,大安文山保管場停車場,臺北市大安區懷生段2小段528地號；信義路3段147巷10號空地,25.0345626,121.5420408,一般平面式小型車46格(含身心障礙停車位1格)。一般平面式機車11格(含身心障礙停車位1格)。,2705-2484,"計次：小型車100元/次、機車25元/次，月租：小型車4,000元/月。違規拖吊保管費每半日計費1次，逾1小時以上未滿12小時者，以半日計費，未滿1小時免收保管費；小型車半日100元/次，機車半日25元/次。",47,12,0,0,0,0,0,0
1449,GG1,大安區,台北市農會C區收費停車場,臺北市大安區懷生段二小段311地號； 復興南路1段340巷內附中公園東側空地,25.0403808,121.5411475,一般平面式小型車48格(含身心障礙停車位1格)。,2707-0612,"計時：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日6,000元/月，日間(07:30-19:30)5,000元/月；夜間(17:30-翌日07:30)含週六日全日2,500元/月。",49,0,0,0,0,0,0,0
1450,GG12,大安區,青田街停車場,臺北市大安區金華段2小段165、172、173、177-1地號，青田街7巷9號空地,25.0282325,121.5332759,一般平面式小型車31格(含身心障礙停車位1格)。,2778-5756,計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,32,0,0,0,0,0,0,0
1451,GG15,大安區,安東停車場,臺北市大安區懷生段1小段174地號；安東街24-1號旁空地,25.0443357,121.5422486,一般平面式小型車6格(含身心障礙停車位1格)。,2518-5299#85082,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:10,000元/月",8,0,0,0,0,0,0,0
1452,GG18,大安區,驛馬站收費停車場(新生站),臺北市大安區大安區學府段四小段42地號；和平東路二段18巷6號。,25.0252102,121.5357291,一般平面式小型車11格(含身心障礙停車位1格)。,2708-6610,"100元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計。10,000元/月，日間(08-18)8000元/月，夜間(18-08)6000元/月。",12,0,0,0,0,0,0,0
1453,GG19,大安區,驛馬站收費停車場,臺北市大安區學府段1小段191地號；樂業街21號對面空地,25.0235182,121.5501404,一般平面式小型車18格(含身心障礙停車格1格),2378-5501,100元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計。月租全日10000元/月,19,0,0,0,0,0,0,0
1454,GG2,松山區,台灣聯通中興停車場,臺北市松山區復興南路1段1號B2,25.0541591,121.5638621,建物附設立體式小型車18格(含身心障礙停車位1格)。,2523-5000,"60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：9,000元/月",19,0,0,0,0,0,0,0
1455,GG21,大安區,助安168杭南三停車場,臺北市大安區台北市大安區金華段四小段131-1、131-2、131-3、132、132-2地號；杭州,25.0249441,121.5433783,一般平面式小型車12格(含身心障礙停車位1格)。,2754-6661#18,"計時:60元/時，逾1小時以上，未滿半小時以半小時計。月租:8,000元/月。",13,0,0,0,0,0,0,0
1456,GG7,大安區,成功國宅第10棟停車場,臺北市大安區復興南路2段171巷23、25、27、29號,25.0278026,121.5451559,建物附設一般平面式小型車6格(含身心障礙停車位1格)。,2720-8889#1712,1~6車位月租4500元/月。成功國宅第10棟住戶5折，成功國宅第10棟工作人員及所在里里民7折。,7,0,0,0,0,0,0,0
1457,GH5,大安區,道慈大樓停車場,臺北市大安區台北市大安區復興南路1段303號B2~B4,25.0249441,121.5433783,立體式小型車136格(含身心障礙停車位3格)。,2703-4620,"計時：60元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：12,000元/月。",138,0,0,0,0,0,0,0
1458,GH6,大安區,應安168四維停車場,臺北市大安區大安段一小段167地號；四維路150號旁空地,25.0332003,121.5435299,一般平面式小型車3格(含身心障礙停車位1格)。,2754-6661#18,80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,4,0,0,0,0,0,0,0
1459,GH9,大安區,通化停車場,臺北市大安區通化段2小段1047、1047-1、1047-2、1047-3地號 .通化街與通化街171巷口,25.0307825,121.5541443,一般平面式小型車49格(含身心障礙停車位1格)。,2246-1708#15,"計時：150元/時，全程以半小時計費。月租：全日12,000元/月。",50,0,0,0,0,0,0,0
1460,GK37,大安區,敦南大樓停車場,臺北市大安區敦化南路2段93~95號B3~B5,25.0293243,121.5493547,建物附設立體式小型車122格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格)。,2702-4488,80元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。,124,0,0,0,0,0,0,0
1461,GK46,大安區,富邦金融大樓停車場,臺北市大安區台北市大安區仁愛路四段169號B2~B6,25.0381305,121.5522311,建物附設立體式小型車379格(含身心障礙停車位8格),2326-1986,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月",387,0,0,0,0,0,0,0
1462,GK82,大安區,台灣聯通敦南停車場,臺北市大安區台北市大安區敦化南路2段206號,25.0224789,121.5483957,建物設機械式小型車60格(含身心障礙停車位2格),2523-5000#135,"計時:60元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計。月租：全天8,000元/月，日間7,000元/月(08-20)，夜間6,000元/月(20-08)。",60,0,0,0,0,0,0,0
1463,GK95,大安區,多多站收費停車場(文昌場),臺北市大安區臺北市大安區通化4小段126、126-1地號；文昌街138號旁空地,25.0249441,121.5433783,一般平面式小型車24格(含身心障礙停車位1格),2378-5501,"計時:100元/時，全程以半小時計。月租:全日10,000元/月",26,0,0,0,0,0,0,0
1464,GK99,大安區,國立臺灣師範大學校本部運動場地下停車,臺北市大安區臺北市大安區和平東路一段162號,25.0256415,121.5270005,立體式小型車426格(含身心障礙停車位12格),7749-3266,"計時：50元/時，全程以半小時計費。月租：本校教職員、學生400元/月，校外人士4,200元/月。本停車場非營業時間不提供臨時停車隔夜停放，如停放本停車場酌收管理費300元",438,0,0,0,0,0,0,0
1465,GL01,大安區,上通停車場,臺北市大安區忠孝東路4段146巷1號B1,25.0420032,121.5334554,建物附設立體式小型車11格(含身心障礙停車位1格)。,2750-2828,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月",12,0,0,0,0,0,0,0
1466,GL31,大安區,泰順街停車場,臺北市大安區龍泉段2小段862地號、泰順街60巷26號旁空地,25.0222771,121.5295423,一般平面式小型車5格(含身心障礙停車位1格)。,2719-6633,"月租：單一車位每月5,500元。",5,0,0,0,0,0,0,0
1467,GL45,大安區,鴻霖停車場1,臺北市大安區仁愛路4段25號地下室之1,25.0382581,121.5448183,建物附設機械式小型車30格(含身心障礙停車位1格)。,0935-097-797,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,31,0,0,0,0,0,0,0
1468,GL47,大安區,Times永康街第2,臺北市大安區金華段1小段300地號；永康街23巷18號旁,25.0319347,121.5307746,一般平面式小型車21格(含身心障礙停車格1格),2504-6098,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元。",11,0,0,0,0,0,0,0
1469,GL50,大安區,臺北市立大安國中停車場,臺北市大安區大安路2段63號,25.0308602,121.54625,立體式小型車7格(含身心障礙停車位1格)。,2755-7131,季票：8400元/季。本校現職、退休人員及現(曾)任家長會長給予8折優惠，擔任本校志(義)工服務時數達80小時予9折優惠。計次：4小時內每車每次40元；4小時以上每車每次80元,48,0,0,0,0,0,0,0
1470,GL51,大安區,臺北市立金華國民中學,臺北市大安區新生南路2段32號,25.031202,121.53318,建物附設一般平面式小型車49格(含身心障礙停車位2格)。,3393-1799#521,"月票：2,000元,每次申請以3個月為單位。本校現職、退休人員給予6折優惠，擔任(曾)家長會長及本校志(義)工服務時數達80小時予6折優惠。臨時票：每日每次70元",51,0,0,0,0,0,0,0
1471,GL52,大安區,臺北市立仁愛國民中學停車場,臺北市大安區仁愛路4段130號,25.0374966,121.5506276,建物附設一般平面式小型車43格(含身心障礙停車位3格)。,2325-5823,"季票：6,000元/季。本校現職員工給予5折優惠，退休人員及現(曾)任家長會長8折優惠，擔任本校志工服務時數80小時(家長會認證)給予9折優惠。假日租用100元/次(限長期租借本校球場團體使用，以季繳方式核算停車次數，長期者給予8折優惠)",46,0,0,0,0,0,0,0
1472,GL54,大安區,捷運科技大樓站機車停車場,臺北市大安區捷運科技大樓站(復興南路2段),25.0260787,121.5434607,一般平面式機車61格(含身心障礙停車位3格)。,無資訊,免費,0,19,507,0,0,0,0,0
1473,GL69,大安區,Times 臥龍街,臺北市大安區台北市大安區學府段一小段280、281地號；臥龍街72號旁,25.0212953,121.5477192,一般平面式小型車17格(含身心障礙停車位1格)。,2504-6098,計時：100元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計。,18,0,0,0,0,0,0,0
1474,GL79,大安區,台灣聯通安停車場,臺北市大安區忠孝東路4段205巷38-2號,25.0441473,121.5518586,建物附設塔台式小型車30格(含身心障礙停車位1格),2523-5000,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",31,0,0,0,0,0,0,0
1475,GL83,大安區,台灣聯通福安停車場,臺北市大安區台北市大安區仁愛路4段258號,25.0374449,121.5526552,建物附設機械式小型車56格(含身心障礙停車位1格),2523-5000,100元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日12000元/月，日間11000元(08~20)/月，夜間10000元(20~08)/月,57,0,0,0,0,0,0,0
1476,GL95,大安區,台灣聯通統領停車場,臺北市大安區台北市大安區忠孝東路4段177號B1,25.0420032,121.5334554,立體小型車15格(含身心障礙停車位1格),2523-5000#1138,計時：80元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計費。月租：全日8000元/月，日間[08-20時]7000元/月，夜間6000元[20-08時]/月。,16,0,0,0,0,0,0,0
1477,GL96,大安區,台灣聯通敦化場停車場,臺北市大安區台北市大安區市民大道4段136號,25.044261,121.551582,塔台式小型車48格(含身心障礙停車位1格),2523-5000#135,"一、計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全日8,000元/月，日間：7,000元/月(08-20)，夜間：6,000元/月(20-08)。",49,0,0,0,0,0,0,0
1478,GM10,大安區,Times永康街,臺北市大安區金華段1小段463地號；永康街47巷2號,25.0300729,121.5302214,一般平面式小型車10格(含身心障礙停車位1格)。,0800-88-8924,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元。",11,0,0,0,0,0,0,0
1479,GM15,大安區,信義路停車場,臺北市大安區瑞安段1小段218-2地號；建國南路二段25巷29號對面空地,25.0325368,121.5393581,一般平面式小型車8格(含身心障礙停車位1格)。,8218-0871,"臨停：80元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月租：7,000元/月。",7,0,0,0,0,0,0,0
1480,GM16,大安區,禾典羅斯福站,臺北市大安區龍泉段3小段69-1、69-7、69-8、70地號；和平東路1段22號空地,24.9746388,121.4427306,一般平面式小型車8格(含身心障礙停車位1格)。,2709-8677,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月",9,0,0,0,0,0,0,0
1481,GM22,大安區,Times 泰順街,臺北市大安區龍泉段2小段798地號；泰順街62巷6號、8號空地,25.0220542,121.5307618,一般平面式小型車10格(含身心障礙停車位1格)。,0800-88-8924,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。,11,0,0,0,0,0,0,0
1482,GM33,大安區,助安168統領停車場,臺北市大安區臺北市大安區忠孝東路四段201號B2,25.0416768,121.551655,建物附設立體式小型車26格(含身心障礙停車位1格),"2754-6661#18	","100元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日10,000元/月",27,0,0,0,0,0,0,0
1483,GM36,大安區,國立臺灣大學生醫工程館地下停車場,臺北市大安區台北市大安區芳蘭路49號,25.0137848,121.5472138,建物附設立體式小型車117格(含身心障礙停車位3格)。建物附設立體式機車495格(含身心障礙停車位10格)。,3366-3366,"計時：小型車40元/時，全程以半小時計費。月租：小型車全日7,000元/月，日間(07-18)5,500元/月，夜間(18-08)3,000元/月。計次：機車20元/次(隔日另計)",120,505,0,0,0,0,0,0
1484,H00014,松山區,台灣聯通新高停車場,臺北市松山區南京東路4段162-1號B2,25.0607545,121.5873832,無資訊,2523-5000,"60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，當日最高收費250元。月租：全天8,000元/月，日間(08-20)7,000元/月，夜間(20-08)6,000元/月",19,0,0,0,0,0,0,0
1485,H00026,松山區,大台北瓦斯大樓停車場,臺北市松山區光復北路11巷35號地下四層,25.049089,121.5580254,無資訊,無資訊,"60元/時,月租10500元",64,0,0,0,0,0,0,0
1486,H00027,松山區,敦化翠苑停車場,臺北市松山區敦化北路199巷8號地下1、2樓,25.0559325,121.5503234,無資訊,2547-3441,"計時:60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:7,000元/月。",182,0,0,0,0,0,0,0
1487,H00061,松山區,嘟嘟房八德監理所站停車場,臺北市松山區八德路4段32號,25.0481771,121.5590189,無資訊,2655-0818,"計時:80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:8,000元/月。",65,0,0,0,0,0,0,0
1488,H00073,松山區,基隆河5、6號水門堤外觀山段河濱公園附設平面停車場,臺北市松山區基隆河5、6號水門堤外觀山段,25.065313,121.567738,為平面停車場，計有408個小型停車格，192個機車格,2759-0666,小型車周一至周五計次30元，隔日另計；周六至周日計時20元(當日當次最高收費上限100元，隔日另計) 機車免費,407,195,0,0,0,0,0,0
1489,H00078,松山區,敦信停車場,臺北市松山區敦化北路120巷21號,25.05389,121.5469093,無資訊,2378-3476,汽車計時：50元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,9,0,0,0,0,0,0,0
1490,H00081,松山區,Times 慶城街,臺北市松山區慶城街45號空地後,25.0552031,121.5461941,無資訊,2504-6098,計時:50元/時，全程以半小時計費。,28,0,0,0,0,0,0,0
1491,H00111,松山區,Times 光復延吉,臺北市松山區光復南路46巷36-1號旁空地,25.0457098,121.5549692,無資訊,2504-6098,計時:40元/時，全程以半小時計費。,48,0,0,0,0,0,0,0
1492,H00115,松山區,台灣世達志不動產顧問股份有限公司民生東路第一停車場,臺北市松山區民生東路3段134號後側停車場,25.057952,121.5446373,建物附設平面式小型車6格(含身心障礙停車位1格),2511-0508,計時:150元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。,7,0,0,0,0,0,0,0
1493,H00118,松山區,博客停車場敦北店,臺北市松山區敦化北路4巷25弄12號旁空地,25.04964,121.546032,無資訊,2948-8889,"計時:70元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日6,000元/月。",15,0,0,0,0,0,0,0
1494,H00123,松山區,NaviPark 小巨蛋場,臺北市松山區南京東路4段15號後方空地,25.0607545,121.5873832,無資訊,2511-0506,"計時:150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:15,000元/月。",25,0,0,0,0,0,0,0
1495,H00133,松山區,台北民權東1停車場,臺北市松山區民權東路3段197巷旁空地,25.0624428,121.5407915,無資訊,2982-2777,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元。",25,0,0,0,0,0,0,0
1496,H00137,松山區,西華大飯店客用停車場,臺北市松山區民生東路3段111號地下1、2、3樓,25.057952,121.5446373,計有125個小型車停車位。,2718-1188,120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,117,0,0,0,0,0,0,0
1497,H00141,松山區,臺北市立民生國民中學夜間及假日停車場,臺北市松山區新東街30巷1號,25.0600934,121.5659437,無資訊,2765-3433,每季4500元,11,0,0,0,0,0,0,0
1498,H12,松山區,文華停車場,臺北市松山區敦化北路158號,25.0555538,121.5483638,建物附設立體式小型車449格(含身心障礙停車位10格，孕婦、育有6歲以下兒童停車位10格)。,2712-6688,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月",458,0,0,0,0,0,0,0
1499,H17,松山區,南京巨蛋停車場,臺北市松山區台北市松山區美人段一小段761-16地號;南京東路四段15號後方空地,25.0516909,121.5597984,一般平面式小型車7格(含身心障礙停車位1格),8985-5627,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月",8,0,0,0,0,0,0,0
1500,H32,松山區,西華大飯店客用停車場,臺北市松山區民生東路3段111號B1~B3,25.057952,121.5446373,建物附設立體式小型車115格(含身心障礙停車位2格),2718-1188,120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,117,0,0,0,0,0,0,0
1501,H35,松山區,王朝大酒店,臺北市松山區敦化北路100號地下3樓,25.0496452,121.5524318,建物附設立體式小型車241格(含身心障礙停車位8格，孕婦、育有6歲以下兒童停車位5格)。,2719-8399,"100元/時，全程以半小時計。月租：8,800元。",246,0,0,0,0,0,0,0
1502,H50,松山區,復源新城甲基地停車場,臺北市松山區延吉段1小段283地號；光復南路22巷17號後側空地,25.0472886,121.5535414,一般平面式小型車21格(含身心障礙停車位1格),2577-1389,計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：4800元/月,22,0,0,0,0,0,0,0
1503,H54,松山區,台灣聯通八德停車場,臺北市松山區台北市松山區八德路4段245巷32弄9號,25.0498907,121.5642364,建物附設塔台式小型車78格(含身心障礙停車位2格),2523-5000#135,80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，全天8000元/月，日間(08~20)7000元/月，夜間(20~08)6000元/月,80,0,0,0,0,0,0,0
1504,H57,松山區,便利停車場監理站,臺北市松山區八德路4段32號,25.0481771,121.5590189,建物附設塔台式小型車64格(含身心障礙停車位2格)。,2799-1001,"計時：50元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計費。 月租：6,000元/月，日間4500元/月，夜間(19-07)3000元/月。",65,0,0,0,0,0,0,0
1505,H68,松山區,鴻構大樓計時收費停車場,臺北市松山區台北市松山區民生東路三段109號地下一樓,25.0580756,121.5452225,建物附設立體式小型車18格(含身心障礙停車位1格),2717-7799#558,80元/時，全程以半小時計費。,19,0,0,0,0,0,0,0
1506,H75,松山區,市民大道停車場,"臺北市松山區延吉段一小段657、658地號,市民大道4段257號空地",25.0472886,121.5535414,一般平面式小型17車格(含身心障礙停車位1格)。,2778-5756,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,18,0,0,0,0,0,0,0
1507,H77,松山區,八德站停車場,臺北市松山區西松段2小段296、297地號；八德路4段195號旁空地,25.0489448,121.5636928,建物附設立體式小型車3格(含身心障礙停車位1格)。,2778-5756,8500元/月,4,0,0,0,0,0,0,0
1508,H93,松山區,便利停車場八德站,臺北市松山區台北市松山區西松段3小段175地號；八德路4段106巷3號旁空地,25.0516909,121.5597984,一般平面式小型車28格(含身心障礙停車位1格)。,2799-1001#168,"計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次：200元/次(隔日另計)。月租：全日6,000元/月，夜間(18-09)3,000元/月。",29,0,0,0,0,0,0,0
1509,H94,松山區,新長越民權東路停車場,臺北市松山區民權東路3段178號B2、B5,25.0624428,121.5407915,立體式小型車49格(含身心障礙停車位1格)。,2778-5756,"計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計費。月租：全日8,000元/月，日夜間：6,000元/月(日間08-18、夜間18-08)。",50,0,0,0,0,0,0,0
1510,HA7,松山區,台灣聯通前瞻停車場,臺北市松山區南京東路5段1號B1~B4,25.0518217,121.5574544,立體式小型車53格(含身心障礙停車位1格)。,2523-5000#1135,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，全日8000元/月，日間7000元(08~20)/月，夜間6000元(20~08)/月,58,0,0,0,0,0,0,0
1511,HA83,松山區,光復南路停車場,臺北市松山區延吉段1小段574地號.光復南路46巷35號旁空地,25.0472886,121.5535414,一般平面式小型車8格(含身心障礙停車位1格)。,2778-5756,60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。全日6000元/月,9,0,0,0,0,0,0,0
1512,HA88,松山區,基隆河5、6號水門堤外觀山段河濱公園附設,臺北市松山區基隆河5、6號水門堤外觀山段,25.065313,121.567738,為平面停車場，計有408個小型停車格，192個機車格,無資訊,小型車周一至周五計次30元，隔日另計；周六至周日計時20元(當日當次最高收費上限100元，隔日另計) 機車免費,405,195,0,0,0,0,0,0
1513,HA97,松山區,Times 慶城街,臺北市松山區台北市松山區敦化段一小段387、397-1地號；慶城街45號空地後,25.0516909,121.5597984,一般平面式小型車31格(含身心障礙停車位1格),2504-6098,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,32,0,0,0,0,0,0,0
